wgs	stoolMeans	stoolSDs	swabMeans	swabSDs	tissueMeans	tissueSDs	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
K02426: cysteine desulfuration protein SufE	1.682	0.426	1.379	0.691	0.194	0.53	8.09648169296193e-20	0.0147438883399337	1.67643676718399e-14	1.50700563139594e-11	0.611860759822991	0.157491850108221	2.63265406330445e-19	0.0637853932659391	5.539886320222e-14	4.62822567018521e-11	0.999248226209326	0.394182932404909
K02424: cystine transport system substrate-binding protein	0.842	0.306	0.807	0.362	0.069	0.197	1.86739243003415e-15	0.852534098656333	3.09752223870419e-14	1.10010889287082e-11	0.578356860620419	0.245020060471703	5.07447219715084e-15	0.999999996206915	8.48160947682968e-14	3.40262338968734e-11	0.999248226209326	0.520571416436739
K03169: DNA topoisomerase III	2.545	0.306	2.293	0.303	0.613	0.685	1.03700518800813e-40	0.00454106028727874	1.66533453693773e-15	1.66533453693773e-15	0.420159186282258	0.508073761764185	1.55474152202106e-39	0.0272597968132798	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.822390530360232
K03168: DNA topoisomerase I	2.054	0.248	1.887	0.252	0.487	0.546	7.29306416436719e-41	0.0255864999152449	1.66533453693773e-15	1.66533453693773e-15	0.632915005577166	0.33705629139318	1.10982203921258e-39	0.0953735609210628	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.639763082999184
K03165: DNA topoisomerase III	0.196	0.145	0.184	0.182	0.171	0.365	0.86250570362321	0.948899525081949	0.873632621968921	0.974800373563764	0.908396381182451	0.999873417716196	0.866348550817571	0.999999996206915	0.894416208217398	0.987125249356618	0.999248226209326	0.999998145862406
K03164: DNA topoisomerase II	0.026	0.1	0.111	0.241	0.223	0.351	0.000119433475746952	0.0683957496507325	0.00019573170027809	0.114172455859092	0.452126861106536	0.594995580571036	0.000187562323754308	0.19564687333395	0.000310427008752667	0.137945164512563	0.999248226209326	0.911193276871766
K06531: poliovirus receptor-related protein 2	1.51	0.687	2.941	0.723	2.467	0.352	3.82464351695579e-19	2.69784194983913e-14	8.4451622162085e-07	0.0587692871530301	0.0292237208404205	0.274923863575634	1.20938208247844e-18	1.90024893510268e-12	1.55633370905423e-06	0.0747760557902371	0.999248226209326	0.562508086583154
K03928: carboxylesterase	0.443	0.45	0.54	0.541	0	0	0.000411318099544789	0.569595932722516	0.000914352642436889	0.000488157878682949	0.285641508354738	0.624711389130943	0.00061244943051104	0.858938706982977	0.00136446789274659	0.000842477178208991	0.999248226209326	0.937529148333346
K03603: GntR family transcriptional regulator, negative regulator for fad	0.208	0.373	0.294	0.426	0	0	0.037949877956026	0.520416925714277	0.0896885997940177	0.030168404138547	0.62976294646121	0.0210923534900397	0.0440085553664185	0.815660023075985	0.106068487846549	0.0402443734366285	0.999248226209326	0.113518263212972
K12567: titin	0.019	0.054	0.109	0.09	0.274	0.138	7.47600833065086e-25	3.23436268989674e-07	2.33146835171283e-15	3.22006865616231e-10	0.644660119369314	0.667335168871616	2.98403034155225e-24	1.01482297388667e-05	8.89200993538596e-15	9.08695313401019e-10	0.999248226209326	0.975472331170035
K11031: thiol-activated cytolysin	0.337	0.501	0.409	0.544	0.072	0.289	0.0833228338842557	0.77605337138371	0.117864304891253	0.0787539008651962	0.856643766315137	1.60661072015706e-07	0.0925353201703092	0.999999996206915	0.137414293022995	0.0981320357351994	0.999248226209326	6.15821018848481e-05
K02546: methicillin resistance regulatory protein	0.232	0.196	0.286	0.264	0	0	2.96959227174489e-05	0.417284819931421	0.000102648481083212	3.53934594163885e-05	0.476954016293864	0.205729419784531	4.90659830567621e-05	0.705559083034044	0.00016670792538781	6.84588457157791e-05	0.999248226209326	0.467615749898596
K07668: two-component system, OmpR family, response regulator VicR	2.156	0.27	2.037	0.346	0.371	0.532	4.69482216008913e-43	0.197598982780649	1.66533453693773e-15	1.66533453693773e-15	0.199649694503504	0.999854093328812	9.5897256672693e-42	0.425312944903045	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.999998145862406
K07669: two-component system, OmpR family, response regulator MprA	1.301	0.24	1.169	0.333	0.173	0.358	1.87882594504671e-30	0.0661987225001753	1.66533453693773e-15	8.99280649946377e-15	0.292859731922997	0.999874239364394	1.01928819318176e-29	0.190791488569397	6.8261894453468e-15	5.83573701089936e-14	0.999248226209326	0.999998145862406
K07666: two-component system, OmpR family, response regulator QseB	0.841	0.274	0.754	0.362	0.124	0.298	1.28657859765652e-14	0.356546979463938	3.40838468559923e-14	8.20201573326074e-10	0.283977001062971	0.404558545836861	3.39609883952092e-14	0.643111223241749	9.13153062554688e-14	2.25601761266869e-09	0.999248226209326	0.715648901048815
K07664: two-component system, OmpR family, response regulator BaeR	1.182	0.263	1.15	0.418	0.075	0.287	1.0975086472714e-26	0.871735344429407	1.66533453693773e-15	1.21014309684142e-14	0.23689200451983	0.218102384379115	4.76160736702852e-26	0.999999996206915	6.8261894453468e-15	7.38830594831868e-14	0.999248226209326	0.484521610845137
K07665: two-component system, OmpR family, copper resistance phosphate	1.846	0.237	1.666	0.406	0.31	0.398	5.94368282404671e-40	0.0145633466078113	1.66533453693773e-15	1.66533453693773e-15	0.227809374687309	0.975045846852449	7.98657778145085e-39	0.0633193505726768	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.999998145862406
K02444: DeoR family transcriptional regulator, glycerol-3-phosphate regulon	1.041	0.331	1.111	0.397	0.084	0.334	1.12741562545978e-18	0.618812077791933	2.80886425230165e-14	3.00870439673417e-14	0.812260091126366	0.908905384176184	3.48885557304202e-18	0.902227527532021	8.48160947682968e-14	1.23961984661357e-13	0.999248226209326	0.999998145862406
K07660: two-component system, OmpR family, response regulator PhoP	1.095	0.246	0.966	0.42	0.167	0.312	2.54691960489865e-21	0.104535899290707	8.10462807976364e-15	6.78346268045971e-14	0.69203050122525	0.999832644182149	8.78860523527101e-21	0.266015894223466	2.8270986316058e-14	2.4769608479879e-13	0.999248226209326	0.999998145862406
K07008	0.257	0.436	0.488	0.586	0	0	0.00250023923070828	0.045748839704674	0.086949718346012	0.00195025966765328	0.459887488856941	0.250760480417368	0.00340850082806749	0.145265095087298	0.103089780984062	0.00311009447131399	0.999248226209326	0.528707670350024
K07009	0.967	0.524	0.923	0.615	0.082	0.33	2.14525164646029e-08	0.916371674087675	1.09836054695833e-08	2.66761801781534e-06	0.0526988280241317	0.999843144597742	4.27435246219436e-08	0.999999996206915	2.24579128294772e-08	5.73570853918827e-06	0.999248226209326	0.999998145862406
K07392: AAA family ATPase	0.054	0.138	0.06	0.116	0	0	0.254122508458446	0.968171954983731	0.258622343777559	0.283739066712508	0.522341864821576	0.9999804876909	0.267573725823657	0.999999996206915	0.286797997189653	0.321205077009305	0.999248226209326	0.999998145862406
K07003	1.588	0.262	1.523	0.473	0.199	0.437	5.98469947987739e-31	0.640751811853518	1.66533453693773e-15	2.33146835171283e-15	0.841553986771712	0.14374700346904	3.40775170570755e-30	0.916692544492156	6.8261894453468e-15	1.93346701047357e-14	0.999248226209326	0.373926500049594
K07000	0.69	0.684	0.902	0.794	0.214	0.595	0.00827478467558172	0.335425094574142	0.0339051216318897	0.00588198690084607	0.581174136171171	6.31568573698943e-06	0.0105389436817981	0.616093105212071	0.042535135072818	0.00873686048449244	0.999248226209326	0.00073929959771259
K07001	2.065	0.295	1.854	0.382	0.568	0.604	5.58309431967655e-31	0.0188227707003954	1.66533453693773e-15	1.0991207943789e-14	0.67197283562685	0.619805692574441	3.19101362665457e-30	0.0761796577482093	6.8261894453468e-15	6.8760002830261e-14	0.999248226209326	0.931545000172993
K07006	0.169	0.367	0.18	0.319	0.012	0.038	0.209653023676807	0.987465085304032	0.202343419678284	0.257760570083921	0.91923122051232	0.00288625282338204	0.223104537608518	0.999999996206915	0.227959355095635	0.294258925375249	0.999248226209326	0.0308221419928535
K07007	1.827	0.328	1.609	0.523	0.279	0.499	9.52274655949931e-29	0.0287105937744095	1.66533453693773e-15	2.14273043752655e-14	0.569177593384216	0.115682690975114	4.63719666461379e-28	0.103962750924944	6.8261894453468e-15	1.15730258857357e-13	0.999248226209326	0.328162367640644
K07004	0.483	0.293	0.504	0.356	0.06	0.238	2.19201297988901e-06	0.945172492923836	2.03026035672238e-06	1.88432030087116e-05	0.924753792385432	0.0492502192707815	3.91283959196023e-06	0.999999996206915	3.67147795346676e-06	3.73489341302596e-05	0.999248226209326	0.192540837958412
K07005	1.849	0.423	1.494	0.728	0.106	0.423	8.24580269904385e-25	0.00315978055076449	1.88737914186277e-15	3.76365605347928e-14	0.595554096602004	0.0152940289781595	3.28268155847481e-24	0.0209744647900801	7.46489722970673e-15	1.43632441363814e-13	0.999248226209326	0.0905887837475741
K01281: X-Pro dipeptidyl-peptidase	0.446	0.346	0.496	0.378	0	0	3.92939145173312e-06	0.765113073197991	5.71713753283465e-06	1.47823660933133e-05	0.210156661214374	0.185254974960638	6.89682980585337e-06	0.999999996206915	1.00695069914249e-05	2.96475329192745e-05	0.999248226209326	0.43572141908246
K03340: diaminopimelate dehydrogenase	1.855	0.329	1.488	0.604	0.174	0.478	2.9205219268169e-30	0.000169531697001069	1.66533453693773e-15	2.74225087082414e-14	0.301275415990538	0.915620026868734	1.56351952229855e-29	0.00225314288132206	6.8261894453468e-15	1.23961984661357e-13	0.999248226209326	0.999998145862406
K05676: ATP-binding cassette, subfamily D (ALD), member 2	0.047	0.066	0.087	0.205	0.401	0.479	8.60832981603872e-10	0.584749096443041	3.42917805262744e-10	1.20835938521857e-06	0.161228045144372	0.78377088984027	1.84633205039562e-09	0.871539605790595	7.53280649813901e-10	2.6649578180527e-06	0.999248226209326	0.999998145862406
K02954: small subunit ribosomal protein S14	1.977	0.414	1.625	0.783	0.117	0.469	5.83710871187686e-26	0.00470792660025743	1.66533453693773e-15	2.99760216648792e-14	0.955677602039654	0.240921583688028	2.43359457049277e-25	0.0280402634205156	6.8261894453468e-15	1.23961984661357e-13	0.999248226209326	0.516022281837441
K02952: small subunit ribosomal protein S13	2.057	0.349	1.907	0.445	0.157	0.553	4.56883191044505e-37	0.177206477464946	1.66533453693773e-15	1.66533453693773e-15	0.0916327408726002	0.201194239014604	4.35900937913464e-36	0.392021049532162	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.460610955744589
K09188: myeloid/lymphoid or mixed-lineage leukemia protein 3	0.019	0.07	0.139	0.181	0.371	0.243	1.14141407671278e-18	5.99713373903299e-05	2.79776202205539e-14	1.10392895713574e-07	0.967667836866247	0.999915631002637	3.53037981958875e-18	0.000965728917182376	8.48160947682968e-14	2.64343649177231e-07	0.999248226209326	0.999998145862406
K05743: LIM domain kinase 1	0.018	0.108	0.048	0.126	0.222	0.416	0.000129494377537894	0.710861104419976	7.10492636397664e-05	0.00452507227790733	0.81160447366255	0.999889700916153	0.000202734638907705	0.964344003254823	0.000116570584305999	0.0068483627438145	0.999248226209326	0.999998145862406
K05742: solute carrier family 9, member 1	0.135	0.425	1.221	0.653	2.458	0.077	1.84632556608807e-42	1.7430501486615e-14	1.66533453693773e-15	7.53841433720481e-14	0.733218322299156	0.101998402117968	3.47943768445141e-41	1.82930107843147e-12	6.8261894453468e-15	2.74111876168254e-13	0.999248226209326	0.302318917187166
K09181: hypothetical protein	1.436	0.352	1.126	0.356	0.119	0.329	1.76018081937495e-27	0.000173830253821672	1.66533453693773e-15	3.04201108747293e-14	0.264717016912753	0.000313451133366407	7.98972456937756e-27	0.00230523911767433	6.8261894453468e-15	1.23961984661357e-13	0.999248226209326	0.00732965895338941
K09963: hypothetical protein	0.495	0.477	0.398	0.471	0.074	0.294	0.00369306253593295	0.58970110404096	0.00257992839206189	0.0670369418714407	0.431356248707397	0.450358728019388	0.00492111901405952	0.876581364485793	0.00369593413096746	0.0845095172844483	0.999248226209326	0.763177499291206
K08591: putative membrane protein	1.6	0.473	1.475	0.659	0	0	1.85725696860266e-22	0.468033501195803	4.77395900588817e-15	2.96429547574917e-14	0.903622134221001	0.39586384053672	6.67362642732255e-22	0.765221574477264	1.72150998038159e-14	1.23961984661357e-13	0.999248226209326	0.705806443276806
K08590: carbon-nitrogen hydrolase family protein	1.393	0.29	1.233	0.51	0.058	0.231	8.76606445943016e-29	0.0755846559013097	1.66533453693773e-15	1.7874590696465e-14	0.574743477903336	0.0083035833627539	4.28242651400894e-28	0.209414565530848	6.8261894453468e-15	1.00094419107068e-13	0.999248226209326	0.0610004537098092
K08593: sentrin-specific protease 3	0.007	0.046	0.03	0.126	0.007	0.012	0.265843266663019	0.24393539466141	0.999939268255353	0.520603537617156	0.773339695156665	0.999951242693686	0.279528064290516	0.493136747693125	0.999939268255353	0.56583827435653	0.999248226209326	0.999998145862406
K08595: sentrin-specific protease 6	0.058	0.219	0.6	0.445	1.628	0.161	4.45071969134704e-46	3.14193115968919e-14	1.66533453693773e-15	4.9960036108132e-15	0.473647136683862	0.199504359218011	1.64191095522602e-44	1.90024893510268e-12	6.8261894453468e-15	3.54024144109662e-14	0.999248226209326	0.458777119214217
K01156: type III restriction enzyme	1.266	0.369	1.273	0.34	0.091	0.329	6.1663288250673e-23	0.995854047484436	4.55191440096314e-15	2.63122856836162e-14	0.912055435306756	4.33782176009629e-06	2.2597497626842e-22	0.999999996206915	1.6531923006362e-14	1.23961984661357e-13	0.999248226209326	0.000660108026342652
K01157	0.564	0.411	0.738	0.422	0	0	5.25935053483307e-08	0.0988887560979658	1.08414642163712e-06	4.59147179165953e-08	0.713044975676771	0.00803298159772975	1.02838633811529e-07	0.255707671354426	1.98771062304372e-06	1.12197064615944e-07	0.999248226209326	0.0601410866977342
K01154: type I restriction enzyme, S subunit	2.132	0.277	2.056	0.327	0.237	0.535	1.08170864524955e-45	0.512990926227214	1.66533453693773e-15	1.66533453693773e-15	0.456459092549402	0.956923377853702	3.69907894586181e-44	0.810006684291842	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.999998145862406
K01400: bacillolysin	0.17	0.225	0.281	0.318	0.046	0.184	0.0080031926134874	0.0848700666860971	0.13875822279088	0.00640466402947915	0.147649822485379	0.848116225057161	0.0102214505745484	0.227178582198009	0.160178513583934	0.00946242474452417	0.999248226209326	0.999998145862406
K04430: mitogen-activated protein kinase kinase 4	0.065	0.134	0.126	0.298	0.088	0.193	0.297504082601406	0.270910314476848	0.882892509328135	0.792787854680789	0.965504907752519	0.528473663518522	0.311259427774967	0.532288923247441	0.902917793057856	0.828824849337365	0.999248226209326	0.844531160366827
K01151: deoxyribonuclease IV	1.939	0.28	1.605	0.6	0.079	0.316	6.57298913771515e-39	0.000115174376967619	1.66533453693773e-15	1.66533453693773e-15	0.427647708442849	0.614972616761001	7.78400484071442e-38	0.0016380056836493	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.9283347900307
K01408: insulysin	0.638	0.318	0.583	0.38	0.257	0.395	0.000290942006033437	0.734412348737029	0.00016543765654542	0.00740648188173332	0.339384518155697	0.128524391462606	0.000440977089324087	0.981419970749132	0.000264101498922625	0.010852974293238	0.999248226209326	0.350153464355528
K01409: O-sialoglycoprotein endopeptidase	2.168	0.331	2.013	0.422	0.505	0.679	9.39953427539778e-31	0.171816186249367	1.66533453693773e-15	4.77395900588817e-15	0.560528356193829	0.96239890364461	5.23467201595117e-30	0.385209991049686	6.8261894453468e-15	3.42274304697777e-14	0.999248226209326	0.999998145862406
K01159: crossover junction endodeoxyribonuclease RuvC	1.915	0.329	1.663	0.62	0.104	0.414	3.84588788600711e-33	0.0134976442623216	1.66533453693773e-15	4.32986979603811e-15	0.352094767529131	0.983310394892093	2.63625220294203e-32	0.0594501885852037	6.8261894453468e-15	3.22199479810318e-14	0.999248226209326	0.999998145862406
K09230: SCAN domain-containing zinc finger protein	0.115	0.286	0.763	0.448	1.446	0.329	2.31013346123712e-33	3.09752223870419e-14	1.66533453693773e-15	2.04859451624628e-09	0.509194950619581	0.295777832155424	1.61629682512073e-32	1.90024893510268e-12	6.8261894453468e-15	5.50542817677312e-09	0.999248226209326	0.588896587723092
K09239: human immunodeficiency virus type I enhancer-binding protein	0.02	0.082	0.138	0.206	0.501	0.307	5.81627310946091e-22	0.00106921909931423	6.77236045021345e-15	8.87989681785939e-12	0.175101411891085	0.583659618283495	2.05238576332108e-21	0.00964198023337147	2.39531423942181e-14	2.77473983215144e-11	0.999248226209326	0.899654620534726
K05522: endonuclease VIII	0.168	0.343	0.306	0.47	0	0	0.0231288595789552	0.167602531751689	0.188492097640404	0.0183695492197335	0.938599637851401	0.0330692408848726	0.0276429154245239	0.378606132927416	0.213460725272026	0.0253952864184688	0.999248226209326	0.149738579497459
K05521: ADP-ribosylglycohydrolase	1.743	0.294	1.499	0.589	0.28	0.61	2.31531909918009e-25	0.0168749914589338	1.66533453693773e-15	2.91988655476416e-14	0.855780917710945	0.00743142469430126	9.39556490447279e-25	0.0704997069392793	6.8261894453468e-15	1.23961984661357e-13	0.999248226209326	0.0576243084257475
K05520: protease I	1.037	0.372	1.087	0.514	0	0	5.44866708816063e-18	0.808403799974396	2.87547763377916e-14	3.33066907387547e-14	0.115110394576597	0.0237370946937184	1.63863817023882e-17	0.999999996206915	8.48160947682968e-14	1.28968083032315e-13	0.999248226209326	0.122033526520831
K05524: ferredoxin	1.468	0.454	1.278	0.614	0.036	0.142	1.94957610824949e-20	0.14540039387987	1.25455201782643e-14	1.43995926293883e-13	0.793173395906386	0.634307950608451	6.50606895335234e-20	0.340929197822331	4.25429422423925e-14	5.07529359207217e-13	0.999248226209326	0.946354480941204
